172.26.33.112;1/2;;;;;3HE06797AABB0111;NS1543S3694;2017/10/26;00:59:56
172.26.33.121;1/1;;;;;3HE05051ABAD0104;NS1140F0720;2017/11/02;00:51:43
172.26.33.121;1/2;;;;;3HE05051ABAD0104;NS1140F0720;2017/11/02;00:51:41
172.26.33.122;1/1;;;;;3HE05051ABAD0104;NS1140F0734;2017/11/02;00:51:49
172.26.33.122;1/2;;;;;3HE05051ABAD0104;NS1140F0734;2017/11/02;00:51:45
172.26.33.123;1/1;;;;;3HE05051ABAD0104;NS1140F0480;2017/11/09;00:33:51
172.26.33.123;1/2;;;;;3HE05051ABAD0104;NS1140F0480;2017/11/09;00:33:49
172.26.33.129;1/1;;;;;3HE05051ABAD0104;NS1137F0365;1999/12/31;21:01:29
172.26.33.129;1/2;;;;;3HE05051ABAD0104;NS1137F0365;1999/12/31;21:01:27
172.26.33.124;1/1;;;;;3HE05051ABAD0104;NS1137F1018;2017/11/15;01:00:42
172.26.33.124;1/2;;;;;3HE05051ABAD0104;NS1137F1018;2017/11/15;01:00:40
172.26.33.130;1/1;;;;;3HE05051ABAE0109;NS1140F1457;2017/11/03;00:59:02
172.26.33.130;1/2;;;;;3HE05051ABAE0109;NS1140F1457;2017/11/03;00:59:00
172.26.33.131;1/1;;;;;3HE05051ABAE0106;NS1227F0113;2017/11/03;00:59:27
172.26.33.131;1/2;;;;;3HE05051ABAE0106;NS1227F0113;2017/11/03;00:59:25
172.26.33.132;1/1;;;;;3HE05051ABAE0103;NS1214F0817;1999/12/31;21:01:29
172.26.33.132;1/2;;;;;3HE05051ABAE0103;NS1214F0817;1999/12/31;21:01:27
172.26.33.133;1/1;;;;;3HE05051ABAE0109;NS1314F0546;1999/12/31;21:01:30
172.26.33.133;1/2;;;;;3HE05051ABAE0109;NS1314F0546;1999/12/31;21:01:28
172.26.33.134;1/1;;;;;3HE05051ABAE0105;NS1217F0668;2017/11/09;00:34:18
172.26.33.134;1/2;;;;;3HE05051ABAE0105;NS1217F0668;2017/11/09;00:34:16
172.26.33.135;1/1;;;;;3HE05051ABAE0110;NS1326F0726;2017/11/10;00:53:55
172.26.33.135;1/2;;;;;3HE05051ABAE0110;NS1326F0726;2017/11/10;00:53:53
172.26.33.161;1/1;;;;;3HE06797AABC0102;NS1649S0553;2017/11/15;01:00:54
172.26.33.161;1/2;;;;;3HE06797AABC0102;NS1649S0553;2017/11/15;01:00:50
172.26.33.136;1/1;;;;;3HE05051ABAF0101;NS1402F0822;2017/11/03;00:59:28
172.26.33.136;1/2;;;;;3HE05051ABAF0101;NS1402F0822;2017/11/03;00:59:26
172.26.33.137;1/1;;;;;3HE05051ABAF0103;NS1443F1413;1999/12/31;21:01:30
172.26.33.137;1/2;;;;;3HE05051ABAF0103;NS1443F1413;1999/12/31;21:01:28
172.26.33.139;1/1;;;;;3HE05051ABAE0105;NS1215F1681;2017/11/03;00:34:31
172.26.33.140;1/1;a8-ethv2;a8-ethv2;up;up;3HE02776ABAB0105;NS11256A237;2018/08/01;00:46:51
172.26.33.139;1/2;;;;;3HE05051ABAE0105;NS1215F1681;2017/11/03;00:34:29
172.26.33.140;1/2;a8-ethv2;a8-ethv2;up;up;3HE02776ABAB0105;NS112569704;2018/08/01;00:46:51
172.26.33.140;1/3;a8-ethv2;a8-ethv2;up;up;3HE02776ABAB0105;NS11256A302;2018/08/01;00:46:51
172.26.33.140;1/4;a8-ethv2;a8-ethv2;up;up;3HE02776ABAB0105;NS113262666;2018/08/01;00:46:52
172.26.33.14;1/1;;;;;3HE06797AABC0104;NS1707S2628;2017/08/31;14:30:39
172.26.33.14;1/2;;;;;3HE06797AABC0104;NS1707S2628;2017/08/31;14:30:35
172.26.33.163;1/1;;;;;3HE06797AABC0104;NS1719S7443;1999/12/31;20:01:13
172.26.33.163;1/2;;;;;3HE06797AABC0104;NS1719S7443;1999/12/31;20:01:10
172.26.33.142;1/1;;;;;3HE05051ABAE0110;NS1326F0957;1999/12/31;21:01:30
172.26.33.142;1/2;;;;;3HE05051ABAE0110;NS1326F0957;1999/12/31;21:01:28
172.26.33.141;1/1;;;;;3HE05051ABAE0108;NS1308F0689;1999/12/31;21:01:29
172.26.33.141;1/2;;;;;3HE05051ABAE0108;NS1308F0689;1999/12/31;21:01:27
172.26.33.99;1/1;;;;;3HE06797AABC0101;NS1641S1498;1999/12/31;21:01:14
172.26.33.99;1/2;;;;;3HE06797AABC0101;NS1641S1498;1999/12/31;21:01:10
172.26.33.151;1/1;;;;;3HE06797AABC0102;NS1649S0470;2017/11/09;00:32:59
172.26.33.151;1/2;;;;;3HE06797AABC0102;NS1649S0470;2017/11/09;00:32:54
172.26.33.164;1/1;;;;;3HE06797AABC0104;NS1722S4788;1999/12/31;21:01:14
172.26.33.164;1/2;;;;;3HE06797AABC0104;NS1722S4788;1999/12/31;21:01:10
172.26.33.1;1/1;;;;;3HE03611AAAC01;NS11266B666;2018/08/03;02:54:59
172.26.33.1;1/2;;;;;3HE04274AAAA01;NS1147F1389;2018/08/03;02:55:00
