172.26.32.16;1/1/6;2004;136021003;Up;Up
172.26.32.16;1/1/5;2155;136027001;Up;Up
172.26.32.17;1/1/7;10;10;Up;Up
172.26.32.17;1/1/6;1200;50;Up;Up
172.26.32.17;1/1/7;50;50;Up;Up
172.26.32.17;1/1/6;2100;200;Up;Up
172.26.32.17;1/1/7;90;6000;Up;Up
172.26.32.17;1/1/5;95;7000;Up;Up
172.26.32.17;1/1/5;96;7001;Up;Up
172.26.32.17;1/1/6;97;8000;Up;Up
172.26.32.17;1/1/5;2006;139141001;Up;Up
172.26.32.17;1/1/5;2005;139141002;Up;Up
172.26.32.17;1/1/5;2155;139147001;Up;Up
172.26.32.18;1/1/4;10;10;Up;Down
172.26.32.18;1/1/3;1400;50;Up;Up
172.26.32.18;1/1/4;50;50;Up;Down
172.26.32.18;1/1/3;1300;100;Up;Up
172.26.32.18;1/1/4;90;6000;Up;Down
172.26.32.18;1/1/3;95;9000;Up;Up
172.26.32.18;1/1/3;2003;130261003;Up;Up
172.26.32.18;1/1/3;2265;130267001;Up;Up
172.26.32.197;1/1/7;10;10;Up;Up
172.26.32.197;1/1/7;50;50;Up;Up
172.26.32.197;1/1/7;90;6000;Up;Up
172.26.32.197;1/1/6;95;7000;Up;Up
172.26.32.197;1/1/5;2006;230911001;Up;Up
172.26.32.197;1/1/6;102;230911002;Up;Up
172.26.32.202;1/2/1;10;10;Up;Up
172.26.32.202;1/2/1;50;50;Up;Up
172.26.32.202;1/1/4;N/A;1400;Up;Up
172.26.32.202;1/2/1;90;6000;Up;Up
172.26.32.202;1/1/5;95;7000;Up;Up
172.26.32.202;1/1/6;96;7000;Up;Up
172.26.32.202;1/1/5;2006;130191001;Up;Up
172.26.32.202;1/1/6;2006;130191002;Up;Up
172.26.32.200;1/4/7;95;7000;Up;Up
172.26.32.200;1/4/8;95;7001;Up;Up
172.26.32.200;1/4/7;2006;331801001;Up;Up
172.26.32.200;1/4/8;2224;331801002;Up;Up
172.26.32.200;1/3/2;333;331801003;Up;Up
172.26.32.199;1/1/7;10;10;Up;Up
172.26.32.25;1/1/3;10;10;Up;Up
172.26.32.199;1/1/4;1200;50;Up;Up
172.26.32.25;1/1/3;50;50;Up;Up
172.26.32.199;1/1/7;50;50;Up;Up
172.26.32.25;1/1/3;90;6000;Up;Up
172.26.32.199;1/1/4;2100;200;Up;Up
172.26.32.25;1/1/9;95;7000;Up;Up
172.26.32.199;1/1/4;95;6000;Up;Up
172.26.32.25;1/1/9;96;7000;Up;Up
172.26.32.199;1/1/5;100;6000;Up;Up
172.26.32.25;1/1/9;2282;135661001;Up;Up
172.26.32.199;1/1/5;101;6000;Up;Up
172.26.32.25;1/1/9;2283;135661002;Up;Up
172.26.32.199;1/1/7;90;6000;Up;Up
172.26.32.25;1/1/9;2265;135667001;Up;Up
172.26.32.199;1/1/5;102;133031001;Up;Up
172.26.32.199;1/1/5;2005;133031002;Up;Up
172.26.32.199;1/2/1.1;N/A;133033001;Up;Down
172.26.32.199;1/2/2.1;N/A;133033002;Up;Down
172.26.32.199;1/1/5;2265;133037001;Up;Up
172.26.32.199;1/2/3.1;N/A;138313001;Up;Down
172.26.32.199;1/2/4.1;N/A;138313002;Up;Down
172.26.32.199;1/2/5.1;N/A;138313004;Up;Up
172.26.32.199;1/2/6.1;N/A;138313005;Up;Down
172.26.32.20;1/1/7;10;10;Up;Up
172.26.32.20;1/1/5;1400;50;Up;Up
172.26.32.20;1/1/6;1401;50;Up;Up
172.26.32.20;1/1/7;50;50;Up;Up
172.26.32.20;1/1/5;1300;100;Up;Up
172.26.32.20;1/1/6;1301;100;Up;Up
172.26.32.20;1/1/7;90;6000;Up;Up
172.26.32.20;1/1/3;95;7000;Up;Up
172.26.32.20;1/1/5;2222;233931002;Up;Up
172.26.32.20;1/1/6;2223;233931003;Up;Up
172.26.32.20;1/1/3;2224;233931004;Up;Up
172.26.32.203;1/1/7;10;10;Up;Up
172.26.32.203;1/1/7;50;50;Up;Up
172.26.32.203;1/1/7;90;6000;Up;Up
172.26.32.203;1/1/5;2006;131541001;Up;Up
172.26.32.203;1/1/6;2006;131541002;Up;Up
172.26.32.204;1/1/7;10;10;Up;Up
172.26.32.204;1/1/7;50;50;Up;Up
172.26.32.204;1/1/7;90;6000;Up;Up
172.26.32.204;1/1/5;2006;133051001;Up;Up
172.26.32.204;1/1/6;2005;133051002;Up;Up
172.26.32.205;1/1/6;10;10;Up;Up
172.26.32.205;1/1/6;50;50;Up;Up
172.26.32.205;1/1/6;90;6000;Up;Up
172.26.32.205;1/1/5;95;7000;Up;Up
172.26.32.205;1/1/7;96;7000;Up;Up
172.26.32.205;1/1/5;2006;131731001;Up;Up
172.26.32.205;1/1/7;2005;131731002;Up;Up
172.26.32.206;1/1/7;10;10;Up;Up
172.26.32.206;1/1/7;50;50;Up;Up
172.26.32.206;1/1/7;90;6000;Up;Up
172.26.32.206;1/1/5;95;7000;Up;Up
172.26.32.206;1/1/5;96;7000;Up;Up
172.26.32.206;1/1/5;2006;138401001;Up;Up
172.26.32.206;1/1/5;2005;138401002;Up;Up
172.26.32.189;1/1/7;10;10;Up;Up
172.26.32.189;1/1/7;50;50;Up;Up
172.26.32.189;1/1/7;90;6000;Up;Up
172.26.32.189;1/1/5;95;7000;Up;Up
172.26.32.189;1/1/5;96;7000;Up;Up
172.26.32.189;1/1/5;2004;130771001;Up;Up
172.26.32.189;1/1/5;2003;130771002;Up;Up
172.26.32.207;1/1/3;10;10;Up;Up
172.26.32.207;1/1/3;50;50;Up;Up
172.26.32.207;1/1/3;90;6000;Up;Up
172.26.32.207;1/1/8;97;7000;Up;Up
172.26.32.207;1/1/10;95;7001;Up;Up
172.26.32.207;1/1/11;96;7002;Up;Up
172.26.32.207;1/1/10;2006;133081001;Up;Up
172.26.32.207;1/1/11;2005;133081002;Up;Up
172.26.32.207;1/1/8;102;133081003;Up;Up
172.26.32.45;1/1/3;10;10;Up;Up
172.26.32.45;1/1/3;50;50;Up;Up
172.26.32.45;1/1/9;1200;50;Up;Up
172.26.32.45;1/1/9;2100;200;Up;Up
172.26.32.45;1/1/3;90;6000;Up;Up
172.26.32.45;1/1/9;95;7000;Up;Up
172.26.32.45;1/1/9;96;7000;Up;Up
172.26.32.190;1/1/3;10;10;Up;Down
172.26.32.45;1/1/9;102;133021001;Up;Up
172.26.32.190;1/1/3;50;50;Up;Down
172.26.32.45;1/1/9;2005;133021002;Up;Up
172.26.32.190;1/1/3;90;6000;Up;Down
172.26.32.190;1/1/9;95;7000;Up;Up
172.26.32.190;1/1/9;2005;237941001;Up;Up
172.26.32.248;1/1/3;10;10;Up;Up
172.26.32.248;1/1/3;50;50;Up;Up
172.26.32.248;1/1/3;90;6000;Up;Up
172.26.32.248;1/1/4;95;7000;Up;Up
172.26.32.248;1/1/4;2003;237891001;Up;Up
172.26.32.208;1/1/3;10;10;Up;Up
172.26.32.208;1/1/3;50;50;Up;Up
172.26.32.208;1/1/11;1200;50;Up;Up
172.26.32.208;1/1/11;2100;200;Up;Up
172.26.32.208;1/1/12;55;1400;Up;Up
172.26.32.208;1/1/3;90;7000;Up;Up
172.26.32.208;1/1/12;96;7000;Up;Up
172.26.32.208;1/1/12;97;7001;Up;Up
172.26.32.208;1/1/9;98;7003;Up;Up
172.26.32.208;1/1/10;99;7004;Up;Up
172.26.32.208;1/1/9;2006;133141001;Up;Up
172.26.32.208;1/1/10;2003;133141002;Up;Up
172.26.32.208;1/1/12;2222;133141003;Up;Up
172.26.32.208;1/1/12;2224;133141004;Up;Up
172.26.32.208;1/1/9;2265;133147001;Up;Up
172.26.32.209;1/1/7;10;10;Up;Up
172.26.32.209;1/1/7;50;50;Up;Up
172.26.32.209;1/1/7;90;6000;Up;Up
172.26.32.209;1/1/5;95;7000;Up;Up
172.26.32.209;1/1/6;96;7000;Up;Up
172.26.32.209;1/1/5;2006;230661001;Up;Up
172.26.32.209;1/1/6;2005;230661002;Up;Up
172.26.32.21;1/1/7;10;10;Up;Up
172.26.32.21;1/1/5;1400;50;Up;Up
172.26.32.21;1/1/6;1401;50;Up;Up
172.26.32.21;1/1/7;50;50;Up;Up
172.26.32.21;1/1/5;1300;100;Up;Up
172.26.32.21;1/1/6;1301;100;Up;Up
172.26.32.21;1/1/7;90;6000;Up;Up
172.26.32.21;1/1/5;2006;134941002;Up;Up
172.26.32.21;1/1/6;2223;134941003;Up;Up
172.26.32.212;1/1/8;10;10;Up;Up
172.26.32.212;1/2/8;11;10;Up;Up
172.26.32.212;1/3/7;12;10;Up;Up
172.26.32.212;1/1/8;50;50;Up;Up
172.26.32.212;1/2/8;51;50;Up;Up
172.26.32.212;1/3/7;52;50;Up;Up
172.26.32.212;1/1/8;90;6000;Up;Up
172.26.32.212;1/2/8;91;6001;Up;Up
172.26.32.212;1/3/7;92;6002;Up;Up
172.26.32.212;1/4/7;97;7000;Up;Up
172.26.32.212;1/2/7;96;7001;Up;Up
172.26.32.212;1/3/8;95;7002;Up;Up
172.26.32.212;1/3/8;97;7003;Up;Up
172.26.32.212;1/3/8;2124;130061001;Up;Up
172.26.32.212;1/3/8;2284;130061002;Up;Up
172.26.32.212;1/2/7;2282;130061003;Up;Up
172.26.32.212;1/4/7;2283;130061004;Up;Up
172.26.32.212;1/3/8;2265;130067001;Up;Up
172.26.32.214;1/1/6;2223;131451001;Up;Up
172.26.32.210;1/1/7;10;10;Up;Up
172.26.32.210;1/1/7;50;50;Up;Up
172.26.32.210;1/1/7;90;6000;Up;Up
172.26.32.210;1/1/3;95;7000;Up;Up
172.26.32.210;1/1/5;97;7000;Up;Up
172.26.32.210;1/1/5;2006;133071001;Up;Up
172.26.32.210;1/1/6;2004;133071002;Up;Down
172.26.32.210;1/1/3;2003;133071003;Up;Up
172.26.32.210;1/1/5;2265;133071004;Up;Up
172.26.32.215;1/1/8;10;10;Up;Up
172.26.32.215;1/1/8;50;50;Up;Up
172.26.32.215;1/1/8;90;6000;Up;Up
172.26.32.215;1/2/1;95;7000;Up;Up
172.26.32.215;1/2/1;96;7000;Up;Up
172.26.32.213;1/1/7;10;10;Up;Up
172.26.32.215;1/2/1;2222;130041003;Up;Up
172.26.32.213;1/1/7;50;50;Up;Up
172.26.32.215;1/2/1;2223;130041004;Up;Up
172.26.32.213;1/1/6;N/A;2000;Up;Down
172.26.32.213;1/1/7;90;6000;Up;Up
172.26.32.213;1/1/5;95;7000;Up;Up
172.26.32.213;1/1/5;96;7000;Up;Up
172.26.32.213;1/1/5;2005;135371001;Up;Up
172.26.32.213;1/1/5;2004;135371002;Up;Up
172.26.32.43;1/1/9;95;7000;Up;Up
172.26.32.43;1/1/9;2006;237881001;Up;Up
172.26.32.42;1/1/7;10;10;Up;Down
172.26.32.42;1/1/7;50;50;Up;Down
172.26.32.42;1/1/7;90;6000;Up;Down
172.26.32.42;1/1/5;95;7000;Up;Up
172.26.32.42;1/1/5;97;7000;Up;Up
172.26.32.42;1/1/5;2004;134131001;Up;Up
172.26.32.42;1/1/5;102;134131002;Up;Up
172.26.32.191;1/1/3;10;10;Up;Up
172.26.32.191;1/1/3;50;50;Up;Up
172.26.32.191;1/1/3;90;6000;Up;Up
172.26.32.191;1/1/9;95;7000;Up;Up
172.26.32.191;1/1/9;2005;237911001;Up;Up
172.26.32.22;1/1/7;10;10;Up;Up
172.26.32.22;1/1/7;50;50;Up;Up
172.26.32.22;1/1/7;90;6000;Up;Up
172.26.32.22;1/1/3;96;7000;Up;Up
172.26.32.22;1/1/5;95;7000;Up;Up
172.26.32.22;1/1/5;96;7000;Up;Up
172.26.32.22;1/1/5;2124;133251001;Up;Up
172.26.32.22;1/1/5;2125;133251002;Up;Up
172.26.32.22;1/1/3;2283;133251003;Up;Up
172.26.32.220;1/1/7;10;10;Up;Up
172.26.32.220;1/1/7;50;50;Up;Up
172.26.32.220;1/1/7;90;6000;Up;Up
172.26.32.220;1/1/5;95;7000;Up;Up
172.26.32.220;1/1/5;97;7000;Up;Up
172.26.32.220;1/2/1.1;N/A;138313006;Up;Down
172.26.32.220;1/1/5;2124;233571001;Up;Up
172.26.32.220;1/1/5;2284;233571002;Up;Up
172.26.32.222;1/1/7;10;10;Up;Up
172.26.32.222;1/1/7;50;50;Up;Up
172.26.32.222;1/1/7;90;6000;Up;Up
172.26.32.222;1/1/5;95;7000;Up;Up
172.26.32.222;1/1/5;2004;231651001;Up;Up
172.26.32.222;1/1/6;2006;231651002;Up;Down
172.26.32.247;1/1/3;10;10;Up;Down
172.26.32.247;1/1/3;50;50;Up;Down
172.26.32.247;1/1/3;90;6000;Up;Down
172.26.32.247;1/1/9;95;7000;Up;Up
172.26.32.247;1/1/9;2224;337961001;Up;Up
172.26.32.224;1/1/7;10;10;Up;Up
172.26.32.224;1/1/7;50;50;Up;Up
172.26.32.224;1/1/7;90;6000;Up;Up
172.26.32.223;1/1/7;10;10;Up;Up
172.26.32.224;1/2/1.1;N/A;138313003;Up;Up
172.26.32.223;1/1/7;50;50;Up;Up
172.26.32.224;1/1/5;2125;139701001;Up;Up
172.26.32.223;1/1/2;900;900;Up;Up
172.26.32.224;1/1/5;2284;139701003;Up;Up
172.26.32.223;1/1/7;90;6000;Up;Up
172.26.32.223;1/1/2;95;7000;Up;Up
172.26.32.223;1/1/5;102;139201001;Up;Up
172.26.32.223;1/1/6;2006;139201002;Up;Up
172.26.32.223;1/1/2;102;139201003;Up;Up
172.26.32.225;1/1/5;95;7000;Up;Up
172.26.32.225;1/1/5;2003;236041001;Up;Up
172.26.32.227;1/1/7;10;10;Up;Up
172.26.32.242;1/1/3;11;10;Up;Up
172.26.32.227;1/1/7;50;50;Up;Up
172.26.32.242;1/1/4;10;10;Up;Up
172.26.32.227;1/1/5;95;6000;Up;Up
172.26.32.242;1/1/3;51;50;Up;Up
172.26.32.227;1/1/5;96;6000;Up;Up
172.26.32.242;1/1/4;50;50;Up;Up
172.26.32.242;1/1/3;91;6000;Up;Up
172.26.32.227;1/1/7;90;6000;Up;Up
172.26.32.242;1/1/4;90;6001;Up;Up
172.26.32.227;1/1/5;2004;134231002;Up;Up
172.26.32.242;1/1/9;96;7000;Up;Up
172.26.32.227;1/1/5;2003;134231003;Up;Up
172.26.32.242;1/1/10;95;7001;Up;Up
172.26.32.242;1/1/9;2225;130091001;Up;Up
172.26.32.242;1/1/10;2224;130091002;Up;Up
172.26.32.226;1/1/7;10;10;Up;Up
172.26.32.226;1/1/7;50;50;Up;Up
172.26.32.226;1/1/7;90;6000;Up;Up
172.26.32.226;1/1/5;97;7000;Up;Up
172.26.32.226;1/1/5;2005;139191001;Up;Up
172.26.32.226;1/1/5;102;139191003;Up;Up
172.26.32.228;1/1/7;10;10;Up;Up
172.26.32.228;1/1/7;50;50;Up;Up
172.26.32.228;1/1/7;90;6000;Up;Up
172.26.32.228;1/1/5;95;7000;Up;Up
172.26.32.44;1/1/1;10;10;Up;Up
172.26.32.228;1/1/5;96;7000;Up;Up
172.26.32.44;1/1/2;11;10;Up;Up
172.26.32.228;1/1/5;2004;138281001;Up;Up
172.26.32.44;1/1/3;12;10;Up;Up
172.26.32.228;1/1/5;2003;138281002;Up;Up
172.26.32.44;1/1/4;13;10;Up;Up
172.26.32.44;1/1/6;14;10;Up;Up
172.26.32.44;1/1/7;15;10;Up;Up
172.26.32.44;1/1/7;16;10;Up;Up
172.26.32.44;1/1/1;50;50;Up;Up
172.26.32.44;1/1/2;51;50;Up;Up
172.26.32.44;1/1/3;52;50;Up;Up
172.26.32.44;1/1/4;53;50;Up;Up
172.26.32.44;1/1/6;54;50;Up;Up
172.26.32.44;1/1/7;55;50;Up;Up
172.26.32.44;1/1/7;56;50;Up;Up
172.26.32.44;1/1/1;90;6000;Up;Up
172.26.32.44;1/1/2;91;6000;Up;Up
172.26.32.44;1/1/3;92;6000;Up;Up
172.26.32.44;1/1/4;93;6000;Up;Up
172.26.32.44;1/1/6;94;6000;Up;Up
172.26.32.44;1/1/7;95;6000;Up;Up
172.26.32.44;1/1/7;96;6000;Up;Up
172.26.32.44;1/1/7;103;7000;Up;Up
172.26.32.44;1/1/7;104;7000;Up;Up
172.26.32.44;1/1/8;97;7000;Up;Up
172.26.32.44;1/1/9;98;7000;Up;Up
172.26.32.44;1/1/10;99;7000;Up;Up
172.26.32.44;1/1/11;100;7000;Up;Up
172.26.32.44;1/1/12;101;7000;Up;Up
172.26.32.44;1/1/8;102;336411001;Up;Up
172.26.32.44;1/1/9;2003;336411002;Up;Up
172.26.32.44;1/1/10;2004;336411003;Up;Up
172.26.32.44;1/1/11;2005;336411004;Up;Up
172.26.32.44;1/1/12;2006;336411005;Up;Up
172.26.32.44;1/1/7;102;336411006;Up;Up
172.26.32.23;1/1/7;10;10;Up;Up
172.26.32.23;1/1/7;50;50;Up;Up
172.26.32.23;1/1/7;90;6000;Up;Up
172.26.32.23;1/1/5;95;7000;Up;Up
172.26.32.23;1/1/6;96;7001;Up;Up
172.26.32.23;1/1/5;2124;130051003;Up;Up
172.26.32.23;1/1/6;2125;130051004;Up;Up
172.26.32.230;1/1/7;10;10;Up;Up
172.26.32.230;1/1/7;50;50;Up;Up
172.26.32.230;1/1/7;90;6000;Up;Up
172.26.32.230;1/1/6;95;7000;Up;Up
172.26.32.230;1/1/5;96;7001;Up;Up
172.26.32.230;1/1/5;2004;230701001;Up;Up
172.26.32.230;1/1/6;2006;230701002;Up;Up
172.26.32.234;1/1/6;10;10;Up;Up
172.26.32.234;1/1/6;50;50;Up;Up
172.26.32.234;1/1/6;90;6000;Up;Up
172.26.32.234;1/1/5;95;7000;Up;Up
172.26.32.234;1/1/5;2003;331221001;Up;Up
172.26.32.235;1/1/7;10;10;Up;Up
172.26.32.235;1/1/7;50;50;Up;Up
172.26.32.235;1/1/5;95;6000;Up;Up
172.26.32.235;1/1/6;96;6000;Up;Up
172.26.32.235;1/1/7;90;6001;Up;Up
172.26.32.235;1/1/5;2282;233461001;Up;Up
172.26.32.235;1/1/5;2265;233461002;Up;Up
172.26.32.235;1/1/6;2284;233461003;Up;Up
172.26.41.7;1/1/7;10;10;Up;Up
172.26.41.7;1/1/7;50;50;Up;Up
172.26.41.7;1/1/7;90;6000;Up;Up
172.26.41.7;1/1/5;95;7000;Up;Up
172.26.41.16;1/1/4;10;10;Up;Up
172.26.41.7;1/1/6;96;7000;Up;Up
172.26.41.16;1/1/4;50;50;Up;Up
172.26.41.7;1/1/5;2003;133091001;Up;Up
172.26.41.16;1/1/10;N/A;2000;Up;Up
172.26.41.7;1/1/6;2003;133091002;Up;Up
172.26.41.16;1/1/4;90;7000;Up;Up
172.26.41.7;1/1/6;2005;133091003;Up;Up
172.26.41.16;1/1/9;95;7000;Up;Up
172.26.41.7;1/1/4;2003;133091004;Up;Up
172.26.41.16;1/1/9;96;7000;Up;Up
172.26.41.7;1/1/4;2005;133091005;Up;Up
172.26.41.16;1/1/9;2005;130431001;Up;Up
172.26.41.16;1/1/9;102;130431002;Up;Up
172.26.41.5;1/1/3;10;10;Up;Up
172.26.41.5;1/1/3;50;50;Up;Up
172.26.41.5;1/1/3;90;6000;Up;Up
172.26.41.5;1/1/9;95;7000;Up;Up
172.26.41.5;1/1/9;96;7001;Up;Up
172.26.32.237;1/1/5;95;7000;Up;Up
172.26.41.5;1/1/9;2003;130981001;Up;Up
172.26.32.237;1/1/5;2284;333281001;Up;Up
172.26.41.5;1/1/9;2005;130981002;Up;Up
172.26.32.238;1/1/3;10;10;Up;Up
172.26.32.238;1/1/3;50;50;Up;Up
172.26.32.238;1/1/3;90;7000;Up;Up
172.26.32.238;1/1/9;95;7000;Up;Up
172.26.32.238;1/1/10;96;7000;Up;Up
172.26.32.238;1/1/9;102;132831001;Up;Up
172.26.32.238;1/1/10;2005;132831002;Up;Up
172.26.32.24;1/1/6;10;10;Up;Up
172.26.32.24;1/1/6;50;50;Up;Up
172.26.32.24;1/1/6;90;6000;Up;Up
172.26.32.24;1/1/5;2124;135241003;Up;Up
172.26.32.24;1/1/5;2125;135241004;Up;Up
172.26.32.24;1/1/7;2282;135241005;Up;Down
172.26.32.240;1/1/3;10;10;Up;Up
172.26.32.240;1/1/3;50;50;Up;Up
172.26.32.240;1/1/9;1312;100;Up;Up
172.26.32.240;1/1/9;1315;100;Up;Up
172.26.32.240;1/1/3;90;6000;Up;Up
172.26.41.12;1/1/3;10;10;Up;Up
172.26.41.12;1/1/3;50;50;Up;Up
172.26.41.12;1/1/9;1200;50;Up;Up
172.26.41.12;1/1/9;2100;200;Up;Up
172.26.41.12;1/1/3;90;7000;Up;Up
172.26.41.12;1/1/9;95;7000;Up;Up
172.26.41.12;1/1/9;96;7001;Up;Up
172.26.41.12;1/1/9;2003;134121001;Up;Up
172.26.41.12;1/1/9;2004;134121002;Up;Up
172.26.32.241;1/1/3;10;10;Up;Up
172.26.32.241;1/1/3;50;50;Up;Up
172.26.32.241;1/1/9;1200;50;Up;Up
172.26.32.241;1/1/9;1303;100;Up;Up
172.26.32.241;1/1/9;1308;100;Up;Up
172.26.32.241;1/1/9;2100;200;Up;Up
172.26.32.241;1/1/3;90;7000;Up;Up
172.26.32.241;1/1/9;95;7000;Up;Up
172.26.41.10;1/1/7;10;10;Up;Up
172.26.32.241;1/1/9;96;7000;Up;Up
172.26.41.10;1/1/7;50;50;Up;Up
172.26.41.10;1/1/5;95;7000;Up;Up
172.26.41.10;1/1/5;96;7000;Up;Up
172.26.41.10;1/1/7;90;7000;Up;Up
172.26.41.10;1/1/5;2005;231341001;Up;Up
172.26.41.10;1/1/5;2003;231341002;Up;Up
172.26.32.231;1/1/3;10;10;Up;Down
172.26.32.231;1/1/3;50;50;Up;Down
172.26.32.231;1/1/3;90;6000;Up;Down
172.26.32.231;1/1/9;95;7000;Up;Up
172.26.32.231;1/1/9;96;7000;Up;Up
172.26.32.231;1/1/9;2003;131521001;Up;Up
172.26.32.231;1/1/9;2006;131521002;Up;Up
172.26.41.8;1/1/3;10;10;Up;Up
172.26.41.8;1/1/3;50;50;Up;Up
172.26.41.8;1/1/3;90;7000;Up;Up
172.26.41.8;1/1/9;95;7000;Up;Up
172.26.41.8;1/1/9;96;7001;Up;Up
172.26.32.26;1/1/7;10;10;Up;Up
172.26.41.8;1/1/9;2003;230881001;Up;Up
172.26.32.26;1/1/7;50;50;Up;Up
172.26.41.8;1/1/9;2005;230881002;Up;Up
172.26.32.26;1/1/5;95;7000;Up;Up
172.26.32.26;1/1/7;90;7000;Up;Up
172.26.32.26;1/1/6;95;7001;Up;Up
172.26.32.26;1/1/5;2124;139331001;Up;Up
172.26.32.26;1/1/6;2125;139331002;Up;Up
172.26.32.27;1/1/7;10;10;Up;Up
172.26.34.115;1/1/7;10;10;Up;Up
172.26.32.27;1/1/7;50;50;Up;Up
172.26.34.115;1/1/7;50;50;Up;Up
172.26.32.27;1/1/7;90;6000;Up;Up
172.26.34.115;1/1/7;90;6000;Up;Up
172.26.32.27;1/1/5;95;7000;Up;Up
172.26.34.115;1/1/8;95;7000;Up;Up
172.26.32.27;1/1/6;96;7001;Up;Up
172.26.34.115;1/1/8;96;7000;Up;Up
172.26.32.27;1/1/5;2124;138671001;Up;Up
172.26.34.115;1/1/8;102;130011001;Up;Up
172.26.32.27;1/1/6;2283;138671002;Up;Up
172.26.34.115;1/1/10;102;130011002;Up;Down
172.26.32.27;1/1/5;2265;138677001;Up;Up
172.26.34.115;1/1/11;102;130011003;Up;Up
172.26.34.115;1/1/8;2005;130011006;Up;Up
172.26.34.115;1/1/10;2006;130011008;Up;Down
172.26.32.28;1/1/5;95;7000;Up;Up
172.26.32.28;1/1/6;96;7001;Up;Up
172.26.32.28;1/1/5;2282;236111001;Up;Up
172.26.32.28;1/1/6;2284;236111002;Up;Up
172.26.41.11;1/1/3;10;10;Up;Up
172.26.41.11;1/1/3;50;50;Up;Up
172.26.41.11;1/1/3;90;6000;Up;Up
172.26.41.11;1/1/9;95;7000;Up;Up
172.26.41.11;1/1/9;96;7001;Up;Up
172.26.41.11;1/1/9;2003;232471001;Up;Up
172.26.41.11;1/1/9;2004;232471002;Up;Up
172.26.32.29;1/1/7;10;10;Up;Up
172.26.32.29;1/1/5;1400;50;Up;Up
172.26.32.29;1/1/7;50;50;Up;Up
172.26.32.29;1/1/5;1300;100;Up;Up
172.26.32.29;1/1/7;90;6000;Up;Up
172.26.32.29;1/1/5;95;7000;Up;Up
172.26.32.29;1/1/5;2223;236301001;Up;Up
172.26.41.6;1/1/9;98;7000;Up;Up
172.26.41.6;1/1/9;99;7001;Up;Up
172.26.41.6;1/1/9;2004;131811001;Up;Up
172.26.41.6;1/1/9;2003;131811002;Up;Up
172.26.41.15;1/1/6;10;10;Up;Up
172.26.41.15;1/1/6;50;50;Up;Up
172.26.41.15;1/1/6;90;6000;Up;Up
172.26.41.15;1/1/7;95;7000;Up;Up
172.26.41.15;1/1/7;96;7000;Up;Up
172.26.41.15;1/1/7;2004;133001001;Up;Up
172.26.41.15;1/1/7;2003;133001002;Up;Up
172.26.32.31;1/1/7;10;10;Up;Up
172.26.32.31;1/1/7;50;50;Up;Up
172.26.32.31;1/1/5;95;7000;Up;Up
172.26.32.31;1/1/7;90;7000;Up;Up
172.26.32.31;1/1/5;2284;139611001;Up;Up
172.26.32.32;1/1/7;10;10;Up;Up
172.26.32.32;1/1/7;50;50;Up;Up
172.26.32.32;1/1/7;90;6000;Up;Up
172.26.32.32;1/1/5;95;7000;Up;Up
172.26.32.32;1/1/5;2225;334161001;Up;Up
172.26.32.33;1/1/3;10;10;Up;Up
172.26.32.33;1/1/3;50;50;Up;Up
172.26.32.33;1/1/3;90;6000;Up;Up
172.26.32.33;1/1/9;95;7000;Up;Up
172.26.32.33;1/1/9;2284;232071001;Up;Up
