172.26.41.6;A;172.26.41.6...;;;;3HE06797AABC0102;N/A;X-7.0.R3;2017/10/06;00:28:26
172.26.41.15;1;172.26.41.15...;;;;3HE05051ABAE0105;NS1217F2102;X-7.0.R9;1999/12/31;21:00:26
172.26.41.15;A;172.26.41.15...;;;;3HE05051ABAE0105;00001011540002060387;X-7.0.R9;1999/12/31;21:00:11
172.26.32.31;1;172.26.32.31...;;;;3HE05051ABAE0110;NS1332F1034;X-7.0.R8;1999/12/31;21:00:25
172.26.32.31;A;172.26.32.31...;;;;3HE05051ABAE0110;SPG2012112403179;X-7.0.R8;1999/12/31;21:00:11
172.26.32.32;1;172.26.32.32...;;;;3HE05051ABAF0104;NS1525F1788;X-7.0.R8;1999/12/31;21:00:25
172.26.32.32;A;172.26.32.32...;;;;3HE05051ABAF0104;SPG2014091100855;X-7.0.R8;1999/12/31;21:00:11
172.26.32.33;1;172.26.32.33...;;;;3HE06797AABB0111;NS1541S0285;X-7.0.R8;1999/12/31;21:00:16
172.26.32.33;A;172.26.32.33...;;;;3HE06797AABB0111;N/A;X-7.0.R8;1999/12/31;21:00:11
172.26.32.34;1;172.26.32.34...;;;;3HE06797AABB0111;NS1541S0292;X-7.0.R8;2017/10/06;00:56:46
172.26.32.34;A;172.26.32.34...;;;;3HE06797AABB0111;N/A;X-7.0.R8;2017/10/06;00:56:41
172.26.34.114;1;172.26.34.114...;;;;3HE06797AABC0102;NS1643S7260;X-7.0.R3;1999/12/31;21:00:18
172.26.34.114;A;172.26.34.114...;;;;3HE06797AABC0102;N/A;X-7.0.R3;1999/12/31;21:00:12
172.26.32.4;1;172.26.32.4...;;;;3HE01473AAAE01;NS113263839;X-13.0.R11;2017/04/12;02:11:54
172.26.32.4;2;172.26.32.4...;;;;3HE01473AAAE01;NS113263808;X-13.0.R11;2017/04/12;02:11:56
172.26.32.4;A;172.26.32.4...;;;;3HE01171AAAF02;STIM2Q1611053201928;X-13.0.R11;2018/07/19;03:17:15
172.26.32.4;B;172.26.32.4...;;;;3HE01171AAAF02;NS111360064;X-13.0.R11;2018/07/19;03:19:13
172.26.34.113;1;172.26.34.113...;;;;3HE05051ABAH0104;NS1648F0813;X-7.0.R3;1999/12/31;21:00:26
172.26.34.113;A;172.26.34.113...;;;;3HE05051ABAH0104;000060109160B100019C;X-7.0.R3;1999/12/31;21:00:11
172.26.32.35;1;172.26.32.35...;;;;3HE06797AABB0111;NS1541S0315;X-7.0.R8;1999/12/31;21:00:16
172.26.32.35;A;172.26.32.35...;;;;3HE06797AABB0111;N/A;X-7.0.R8;1999/12/31;21:00:11
