172.26.41.4;172.26.41.8;0.0.13.23;Full;TO_PTO_CRISTO_COLINA_23088_1/1/2;172.27.111.46;172.27.111.45
172.26.32.44;172.26.32.43;0.0.13.26;Full;TO_HNOS_CARRERA_23788_1/1/4;172.27.1.234;172.27.1.233
172.26.32.228;172.26.32.201;0.0.13.26;Full;TO_CORP_CONCERT_MR_B_1/4/7;172.27.2.241;172.27.2.242
172.26.32.228;172.26.32.238;0.0.13.26;Full;TO_CRUCE_LO_PINTO_13283_1/1/2;172.27.2.162;172.27.2.161
172.26.32.23;172.26.32.22;0.0.13.25;Full;TO_CAM_LO_ECHEVERS_13325_1/1/2;172.27.0.102;172.27.0.101
172.26.32.23;172.26.32.24;0.0.13.25;Full;TO_COLORADO_13524_1/1/1;172.27.0.105;172.27.0.106
172.26.41.16;172.26.41.3;0.0.13.23;Full;TO_DATACENTER_LIRAY_MRA_1/1/3;172.27.111.50;172.27.111.49
172.26.32.230;192.168.239.17;0.0.13.26;Full;TO_CERRO_LIRAY_13002_1/1/8;172.27.253.6;172.27.253.5
172.26.41.16;172.26.41.11;0.0.13.23;Full;TO_COLINA_21_MAY_23247_1/1/1;172.27.111.53;172.27.111.54
172.26.32.234;192.168.239.17;0.0.13.26;Full;TO_CERRO_LIRAY_13002_1/3/8;172.27.2.134;172.27.2.133
172.26.32.234;192.168.239.71;0.0.13.26;Full;TO_CHICUREO_CSR_13014_1/1/1;172.27.1.109;172.27.1.110
172.26.32.235;172.26.32.224;0.0.13.25;Full;TO_LOMAS_AGUIRRE_13970_1/1/3;172.27.253.34;172.27.253.33
172.26.41.7;172.26.41.6;0.0.13.23;Full;TO_COLINA_ACONCAGUA_13181_1/1/1;172.27.111.29;172.27.111.30
172.26.41.7;172.26.41.3;0.0.13.23;Full;TO_DATACENTER_LIRAY_MR_A_1/1/2;172.27.111.26;172.27.111.25
172.26.41.16;172.26.41.15;0.0.13.23;Full;TO_COLINA_ORIENTE_13300_1/1/5;172.27.1.149;172.27.1.150
172.26.41.5;172.26.41.10;0.0.13.23;Full;TO_COLINA_CENTRO2_23134_1/1/1;172.27.111.5;172.27.111.6
172.26.41.5;172.26.41.3;0.0.13.23;Full;TO_DATACENTER_LIRAY_MRA_1/1/1;172.27.111.2;172.27.111.1
172.26.32.237;172.26.32.215;0.0.13.25;Full;TO_QUILICURA_CORP_13004_1/2/8;172.27.2.194;172.27.2.193
172.26.32.238;172.26.32.228;0.0.13.26;Full;TO_ESTACION_COLINA_13828_1/1/1;172.27.2.161;172.27.2.162
172.26.32.238;172.26.32.200;0.0.13.26;Full;TO_CORP_CONCERT_MR_A_1/3/8;172.27.2.226;172.27.2.225
172.26.32.24;172.26.32.23;0.0.13.25;Full;TO_A_VOLCAN_LASCAR_13005_1/1/2;172.27.0.106;172.27.0.105
172.26.32.24;172.26.32.26;0.0.13.25;Full;TO_SARM_LO_CAMPINO_13566_1/1/1;172.27.0.109;172.27.0.110
172.26.32.24;172.26.32.224;0.0.13.25;Full;TO_LOMAS_AGUIRRE_13970_1/1/4;172.27.2.93;172.27.2.94
172.26.34.115;192.168.239.17;0.0.13.26;Full;TO_CERRO_LIRAY_13002_1/2/8;172.24.15.234;172.24.15.233
172.26.34.115;172.26.46.208;0.0.13.26;Full;TO_CUESTA_DORMIDA_05364_1/1/6;172.27.42.33;172.27.42.34
172.26.41.12;172.26.41.11;0.0.13.23;Full;TO_21_MAYO_COLINA_23247_1/1/2;172.27.111.58;172.27.111.57
172.26.41.12;172.26.41.4;0.0.13.23;Full;TO_DATACENTER_LIRAY_MRB_1/1/3;172.27.111.69;172.27.111.70
172.26.32.240;172.26.32.241;0.0.13.5;Full;TO_SN_ANT_CENTE_05384_1/1/2;172.27.42.198;172.27.42.197
172.26.34.115;172.26.34.114;0.0.13.26;Full;TO_CASAS_CHACAB_13444_1/1/1;172.27.1.237;172.27.1.238
172.26.32.241;192.168.230.17;0.0.13.5;Full;TO_C_CENTINELA_CSR_05016_1/1/2;172.27.42.202;172.27.42.201
172.26.32.241;172.26.32.240;0.0.13.5;Full;TO_SN_ANTONIO_2_05071_1/1/1;172.27.42.197;172.27.42.198
172.26.41.10;172.26.41.5;0.0.13.23;Full;TO_COLINA_CENTR_13098_1/1/2;172.27.111.6;172.27.111.5
172.26.41.10;172.26.41.4;0.0.13.23;Full;TO_DATACENTER_LIRAY_MRB_1/1/1;172.27.111.21;172.27.111.22
172.26.34.115;172.26.34.113;0.0.13.26;Full;TO_SAN_MARTIN_05081_1/1/1;172.27.1.153;172.27.1.154
172.26.32.231;172.26.32.226;0.0.13.26;Full;TO_CSR_BATUCO2_13919_1/1/3;172.27.1.206;172.27.1.205
172.26.32.3;172.26.32.18;0.0.13.25;Full;TO_ESPACIO_RIESCO_13i026_1/1/1;172.27.0.73;172.27.0.74
172.26.32.3;172.26.32.27;0.0.13.25;Full;TO_NOVICIADO_13867_1/1/1;172.27.0.125;172.27.0.126
172.26.32.3;172.26.32.22;0.0.13.25;Full;TO_CAM_LO_ECHEVERS_13325_1/1/1;172.27.0.97;172.27.0.98
172.26.32.3;172.26.32.14;0.0.13.25;Full;TO_A_VESP_RUTA5_13323_1/1/1;172.27.0.49;172.27.0.50
172.26.32.3;172.26.32.9;0.0.13.25;Full;TO_QUILIC_MATTA_13894_1/1/1;172.27.0.25;172.27.0.26
172.26.41.8;172.26.41.9;0.0.13.23;Full;TO_COLINA_CIU_CSR_13646_1/1/3;172.27.111.38;172.27.111.37
172.26.41.8;172.26.41.4;0.0.13.23;Full;TO_DATACENTER_LIRAY_MRB_1/1/2;172.27.111.45;172.27.111.46
172.26.34.115;172.26.34.117;0.0.13.26;Full;TO_RUNGE_13301_1/1/1;172.27.1.241;172.27.1.242
172.26.34.115;172.26.32.223;0.0.13.26;Full;TO_SARM_TILTIL_13920_1/1/1;172.27.2.145;172.27.2.146
172.26.32.26;172.26.32.24;0.0.13.25;Full;TO_SARM_LO_CAMPINO_13566_1/1/2;172.27.0.110;172.27.0.109
172.26.32.26;172.26.32.4;0.0.13.25;Full;TO_HUB_QUILIC_MRB_1/1/5;172.27.0.117;172.27.0.118
172.26.32.27;172.26.32.3;0.0.13.25;Full;HUB_QUILICURA_MRA_13H001_1/1/6;172.27.0.126;172.27.0.125
172.26.32.27;172.26.32.4;0.0.13.25;Full;HUB_QUILICURA_MRB_13H001_1/1/6;172.27.0.145;172.27.0.146
172.26.32.3;172.26.32.50;0.0.13.25;Full;TO_TELCONSUR_ONEMI_SAE002_1/1/1;172.27.0.1;172.27.0.2
172.26.32.3;172.26.32.215;0.0.13.25;Full;TO_QUILICURA_CORP_13004_1/1/7;172.27.2.85;172.27.2.86
172.26.32.3;172.26.32.4;0.0.13.25;Full;TO_QUILICURA_MRB_13H001_1/2/1;172.27.0.241;172.27.0.242
172.26.32.3;172.26.32.31;0.0.13.25;Full;TO_ECONO_SAN_LUIS_13961_1/1/1;172.27.0.153;172.27.0.154
172.26.32.3;172.26.32.197;0.0.13.25;Full;TO_LAMPA_RIBEIRO_23091_1/1/1;172.27.0.193;172.27.0.194
172.26.32.3;172.26.32.32;0.0.13.25;Full;TO_M_MATTECE_33416_1/1/1;172.27.0.217;172.27.0.218
172.26.32.3;172.26.32.34;0.0.13.25;Full;TO_OJOS_DEL_SALADO_23_815_1/1/1;172.27.1.21;172.27.1.22
172.26.32.3;172.26.32.8;0.0.13.25;Full;TO_SALOMON_2_QUIL_13445_1/1/1;172.27.1.45;172.27.1.46
172.26.32.3;172.26.32.220;0.0.13.25;Full;TO_HOTEL_HILTON_23357_1/1/1;172.27.2.173;172.27.2.174
172.26.32.3;172.26.32.1;0.0.13.25;Full;TO_CONCERT_HR_A_13006_LAG-1;172.27.0.245;172.27.0.246
172.26.32.28;172.26.32.33;0.0.13.25;Full;TO_BODEGA_SN_FRANCIS_23207_1/1/2;172.27.0.162;172.27.0.161
172.26.32.28;172.26.32.35;0.0.13.25;Full;TO_MEGACENTRO_QUI_23477_1/1/1;172.27.0.165;172.27.0.166
172.26.41.11;172.26.41.16;0.0.13.23;Full;TO_COLINA_13043_1/1/3;172.27.111.54;172.27.111.53
172.26.41.11;172.26.41.12;0.0.13.23;Full;TO_COLINA_NORTE_13412_1/1/1;172.27.111.57;172.27.111.58
172.26.32.29;172.26.32.20;0.0.13.25;Full;TO_PUNTA_MOCHA_23393_1/1/1;172.27.0.89;172.27.0.90
172.26.41.6;172.26.41.7;0.0.13.23;Full;TO_COLINA_SUR_13309_1/1/2;172.27.111.30;172.27.111.29
172.26.41.6;172.26.41.9;0.0.13.23;Full;TO_COLINA_CIU_CSR_13646_1/1/1;172.27.111.33;172.27.111.34
172.26.41.15;172.26.41.16;0.0.13.23;Full;TO_COLINA_13043_1/1/2;172.27.1.150;172.27.1.149
172.26.32.31;172.26.32.3;0.0.13.25;Full;SR7_QUILICURA_MR_A_13H001_1/1/7;172.27.0.154;172.27.0.153
172.26.32.31;172.26.32.33;0.0.13.25;Full;TO_BODEGA_SN_FRANCIS_23207_1/1/1;172.27.0.157;172.27.0.158
172.26.32.32;172.26.32.3;0.0.13.25;Full;TO_QUILICURA_MR_A_13H001_1/1/10;172.27.0.218;172.27.0.217
172.26.32.32;172.26.32.4;0.0.13.25;Full;TO_QUILICURA_MR_B_13H001_1/1/10;172.27.0.237;172.27.0.238
172.26.32.33;172.26.32.31;0.0.13.25;Full;TO_ECONO_SN_LUIS_13961_1/1/2;172.27.0.158;172.27.0.157
172.26.32.33;172.26.32.28;0.0.13.25;Full;TO_CYT_PUDAHUEL_23611_1/1/1;172.27.0.161;172.27.0.162
172.26.32.4;172.26.32.26;0.0.13.25;Full;TO_A_LO_CAMPINO_13933_1/1/2;172.27.0.118;172.27.0.117
172.26.32.4;172.26.32.21;0.0.13.25;Full;TO_IND_MOVICENTER_13494_1/1/2;172.27.0.94;172.27.0.93
172.26.32.4;172.26.32.17;0.0.13.25;Full;TO_STA_MARTA2_13914_1/1/2;172.27.0.70;172.27.0.69
172.26.32.34;172.26.32.3;0.0.13.25;Full;TO_QUILICURA_MR_A_13H001_2/1/7;172.27.1.22;172.27.1.21
172.26.32.4;172.26.32.13;0.0.13.25;Full;TO_GUARD_RIQUELME_13327_1/1/2;172.27.0.46;172.27.0.45
