172.26.32.200;1/1/7;31.71;6.05
172.26.32.200;1/1/8;7.49;33.48
172.26.32.200;1/2/6;~0.00;~0.00
172.26.32.200;1/2/7;~0.00;15.30
172.26.32.200;1/2/8;~0.00;~0.00
172.26.32.200;1/3/2;~0.00;0.00
172.26.32.200;1/3/7;4.11;17.04
172.26.32.200;1/3/8;0.96;5.11
172.26.32.200;1/4/7;~0.00;0.01
172.26.32.200;1/4/8;0.05;0.08
172.26.32.220;1/1/1;4.63;0.90
172.26.32.220;1/1/2;~0.00;~0.00
172.26.32.220;1/1/5;3.39;8.89
172.26.32.220;1/1/7;0.35;3.72
172.26.32.210;1/1/1;1.92;0.53
172.26.32.210;1/1/2;~0.00;~0.00
172.26.32.210;1/1/3;~0.00;~0.00
172.26.32.210;1/1/4;0.03;0.06
172.26.32.210;1/1/5;4.15;16.25
172.26.32.210;1/1/7;0.08;2.43
172.26.41.3;1/1/1;0.98;4.09
172.26.41.3;1/1/2;1.79;8.55
172.26.41.3;1/1/3;1.98;6.32
172.26.41.3;1/1/10;18.27;4.61
172.26.41.3;1/2/10;~0.00;~0.00
172.26.32.227;1/1/1;6.52;2.79
172.26.32.227;1/1/5;2.14;6.09
172.26.32.227;1/1/7;0.02;0.03
172.26.32.22;1/1/1;9.77;1.94
172.26.32.22;1/1/2;0.96;4.39
172.26.32.22;1/1/3;~0.00;0.01
172.26.32.22;1/1/5;3.86;12.48
172.26.32.22;1/1/7;0.33;2.24
172.26.32.224;1/1/3;0.53;1.30
172.26.32.224;1/1/4;3.42;1.08
172.26.32.224;1/1/5;1.92;3.32
172.26.32.224;1/1/7;0.06;0.43
172.26.32.212;1/1/7;~0.00;~0.00
172.26.32.212;1/1/8;0.17;1.36
172.26.32.212;1/2/7;0.06;0.11
172.26.32.212;1/2/8;0.08;0.60
172.26.32.212;1/3/7;0.02;0.05
172.26.32.212;1/3/8;0.40;1.75
172.26.32.212;1/4/7;0.12;0.24
172.26.32.212;1/4/8;7.35;1.08
172.26.32.237;1/1/1;0.03;0.01
172.26.32.237;1/1/5;0.04;0.16
172.26.32.223;1/1/1;6.11;0.98
172.26.32.223;1/1/2;0.29;0.72
172.26.32.223;1/1/5;1.40;6.96
