172.26.32.235;50;10.52.77.1;d4:e3:3f:d0:bc:cb;Oth[I];TO_eNodeB_23L346
172.26.41.5;10;10.52.73.185;1c:ea:1b:e4:e8:15;Oth[I];TO_eNodeB_13L098
172.26.41.5;10;10.52.73.186;d6:ef:cd:7a:26:3b;Dyn[I];TO_eNodeB_13L098
172.26.32.234;50;10.52.76.226;00:0f:bb:c0:4a:0d;Dyn[I];TO_eNodeB_33iL122
172.26.32.23;10;10.52.72.13;14:3e:60:b6:26:f9;Oth[I];TO_eNodeB_13L005
172.26.32.235;50;10.52.77.2;60:a8:fe:5c:c1:63;Dyn[I];TO_eNodeB_23L346
172.26.32.240;50;10.53.196.101;bc:6b:4d:12:aa:3f;Oth[I];TO_ENODEB_LTE_05L071
172.26.32.23;10;10.52.72.14;00:0f:bb:5f:f6:a7;Dyn[I];TO_eNodeB_13L005
172.26.32.240;50;10.53.196.102;60:a8:fe:cb:e7:70;Dyn[I];TO_ENODEB_LTE_05L071
172.26.41.5;50;10.52.77.185;1c:ea:1b:e4:e8:15;Oth[I];TO_eNodeB_13L098
172.26.32.23;50;10.52.76.13;14:3e:60:b6:26:f9;Oth[I];TO_eNodeB_13L005
172.26.41.5;50;10.52.77.186;d6:ef:cd:7a:26:3b;Dyn[I];TO_eNodeB_13L098
172.26.32.240;100;10.207.104.221;bc:6b:4d:12:aa:45;Oth[I];TO_NodeB_05W071
172.26.32.23;50;10.52.76.14;00:0f:bb:5f:f6:a7;Dyn[I];TO_eNodeB_13L005
172.26.32.240;100;10.207.104.222;00:40:43:6e:d3:ea;Dyn[I];TO_NodeB_05W071
172.26.32.240;100;10.207.104.233;bc:6b:4d:12:aa:45;Oth[I];TO_NodeB_05X071
172.26.32.240;100;10.207.104.234;00:0f:bb:7c:f6:4b;Dyn[I];TO_NodeB_05X071
172.26.41.12;10;10.52.73.205;1c:ea:1b:e8:b7:15;Oth[I];TO_eNodeB_13K412
172.26.41.12;10;10.52.73.206;d6:ef:cd:d9:71:16;Dyn[I];TO_eNodeB_13K412
172.26.41.12;50;10.52.77.205;1c:ea:1b:e8:b7:15;Oth[I];TO_eNodeB_13K412
172.26.41.12;50;10.52.77.206;d6:ef:cd:d9:71:16;Dyn[I];TO_eNodeB_13K412
172.26.41.12;50;10.49.14.13;1c:ea:1b:e8:b7:1b;Oth[I];TO_BTS_2G_13_412
172.26.41.12;50;10.49.14.14;d6:ef:cd:6e:ff:28;Dyn[I];TO_BTS_2G_13_412
172.26.32.241;10;10.53.192.113;1c:ea:1b:de:c7:15;Oth[I];TO_eNodeB_05L384
172.26.32.241;10;10.53.192.114;d6:ef:cd:62:67:0c;Dyn[I];TO_eNodeB_05L384
172.26.41.12;200;10.48.14.13;1c:ea:1b:e8:b7:1b;Oth[I];TO_BTS_13_412
172.26.41.12;200;10.48.14.14;d6:ef:cd:6e:ff:28;Dyn[I];TO_BTS_13_412
172.26.41.10;10;10.52.72.185;d4:e3:3f:6d:3e:77;Oth[I];TO_eNodeB_23L134
172.26.32.241;50;10.53.196.113;1c:ea:1b:de:c7:15;Oth[I];TO_eNodeB_05L384
172.26.41.10;10;10.52.72.186;d6:ef:cd:7b:4f:43;Dyn[I];TO_eNodeB_23L134
172.26.32.241;50;10.53.196.114;d6:ef:cd:62:67:0c;Dyn[I];TO_eNodeB_05L384
172.26.32.238;10;10.52.73.49;0c:54:b9:07:8f:3f;Oth[I];TO_eNodeB_13K283
172.26.32.241;50;10.49.14.33;1c:ea:1b:de:c7:1b;Oth[I];TO_BTS_2G_05_384
172.26.41.10;50;10.52.76.185;d4:e3:3f:6d:3e:77;Oth[I];TO_eNodeB_23L134
172.26.32.238;10;10.52.73.50;d6:ef:cd:5f:b7:8a;Dyn[I];TO_eNodeB_13K283
172.26.32.241;50;10.49.14.34;60:a8:fe:e8:c6:63;Dyn[I];TO_BTS_2G_05_384
172.26.41.10;50;10.52.76.186;d6:ef:cd:7b:4f:43;Dyn[I];TO_eNodeB_23L134
172.26.32.238;50;10.52.77.49;0c:54:b9:07:8f:3f;Oth[I];TO_eNodeB_13K283
172.26.32.24;10;10.52.72.101;d4:e3:3f:91:9c:80;Oth[I];TO_eNodeB_13L524
172.26.32.241;100;10.207.104.165;1c:ea:1b:de:c7:1b;Oth[I];TO_NodeB_05W384
172.26.32.24;10;10.52.72.102;60:a8:fe:6d:f2:99;Dyn[I];TO_eNodeB_13L524
172.26.32.241;100;10.207.104.166;60:a8:fe:e8:c6:63;Dyn[I];TO_NodeB_05W384
172.26.32.238;50;10.52.77.50;d6:ef:cd:5f:b7:8a;Dyn[I];TO_eNodeB_13K283
172.26.32.241;100;10.207.104.201;1c:ea:1b:de:c7:1b;Oth[I];TO_NodeB_05X384
172.26.32.241;100;10.207.104.202;d6:ef:cd:d9:81:46;Dyn[I];TO_NodeB_05X384
172.26.32.24;50;10.52.76.101;d4:e3:3f:91:9c:80;Oth[I];TO_eNodeB_13L524
172.26.32.24;50;10.52.76.102;60:a8:fe:6d:f2:99;Dyn[I];TO_eNodeB_13L524
172.26.32.241;200;10.48.14.33;1c:ea:1b:de:c7:1b;Oth[I];TO_BTS_05_384
172.26.32.241;200;10.48.14.34;60:a8:fe:e8:c6:63;Dyn[I];TO_BTS_05_384
